PurchaseOrder,PurchaseOrderCreationDate,VendorKey,PlantKey,MaterialKey,MaterialPlantKey,PurchaseOrderQuantity,PlannedGoodsReceiptDate,ActualGoodsReceiptDate,PlannedArrivalDateYard,ActualArrivalDateYard,PlannedVendorShipmentDate,ActualVendorShipmentDate
4500003660,4 10 2022,1002,8,2,20008,76,28 10 2022,28 10 2022,26 10 2022,26 10 2022,24 10 2022,24 10 2022
4500003661,9 09 2022,1001,4,2,20004,80,2 10 2022,29 09 2022,30 09 2022,30 09 2022,29 09 2022,29 09 2022
4500003662,30 06 2022,1003,6,1,10006,77,23 07 2022,20 07 2022,21 07 2022,21 07 2022,20 07 2022,20 07 2022
4500003663,8 10 2024,1001,4,1,10004,90,31 10 2024,29 10 2024,29 10 2024,29 10 2024,28 10 2024,28 10 2024
4500003664,17 07 2022,1002,8,2,20008,84,10 08 2022,8 08 2022,8 08 2022,8 08 2022,6 08 2022,6 08 2022
4500003665,22 12 2023,1003,6,1,10006,65,14 01 2024,10 01 2024,12 01 2024,12 01 2024,11 01 2024,11 01 2024
4500003666,21 12 2021,1002,8,1,10008,74,14 01 2022,18 01 2022,12 01 2022,16 01 2022,10 01 2022,14 01 2022
4500003667,13 12 2021,1001,4,1,10004,84,5 01 2022,5 01 2022,3 01 2022,3 01 2022,2 01 2022,2 01 2022
4500003668,14 06 2022,1002,8,2,20008,82,8 07 2022,14 07 2022,6 07 2022,12 07 2022,4 07 2022,10 07 2022
4500003669,2 07 2022,1002,5,1,10005,74,25 07 2022,21 07 2022,23 07 2022,23 07 2022,22 07 2022,22 07 2022
4500003670,16 01 2022,1001,4,1,10004,73,8 02 2022,4 02 2022,6 02 2022,6 02 2022,5 02 2022,5 02 2022
4500003671,4 02 2022,1001,4,1,10004,82,27 02 2022,23 02 2022,25 02 2022,25 02 2022,24 02 2022,24 02 2022
4500003672,24 08 2023,1003,6,2,20006,71,16 09 2023,15 09 2023,14 09 2023,14 09 2023,13 09 2023,13 09 2023
4500003673,18 05 2023,1001,4,1,10004,80,10 06 2023,10 06 2023,8 06 2023,8 06 2023,7 06 2023,7 06 2023
4500003674,30 09 2023,1002,8,1,10008,72,24 10 2023,19 10 2023,22 10 2023,22 10 2023,20 10 2023,20 10 2023
4500003675,28 12 2023,1003,6,1,10006,70,20 01 2024,17 01 2024,18 01 2024,18 01 2024,17 01 2024,17 01 2024
4500003676,20 06 2024,1003,6,2,20006,76,13 07 2024,13 07 2024,11 07 2024,11 07 2024,10 07 2024,10 07 2024
4500003677,28 02 2024,1001,4,1,10004,78,22 03 2024,28 03 2024,20 03 2024,20 03 2024,19 03 2024,19 03 2024
4500003678,23 12 2022,1001,4,1,10004,80,15 01 2023,12 01 2023,13 01 2023,13 01 2023,12 01 2023,12 01 2023
4500003679,2 03 2022,1001,4,1,10004,69,25 03 2022,30 03 2022,23 03 2022,28 03 2022,22 03 2022,27 03 2022
4500003680,3 04 2023,1002,8,1,10008,80,27 04 2023,25 04 2023,25 04 2023,25 04 2023,23 04 2023,23 04 2023
4500003681,25 06 2022,1001,4,1,10004,75,18 07 2022,15 07 2022,16 07 2022,16 07 2022,15 07 2022,15 07 2022
4500003682,11 03 2022,1001,4,2,20004,68,3 04 2022,30 03 2022,1 04 2022,1 04 2022,31 03 2022,31 03 2022
4500003683,2 12 2022,1002,8,1,10008,80,26 12 2022,23 12 2022,24 12 2022,24 12 2022,22 12 2022,22 12 2022
4500003684,24 11 2022,1001,4,1,10004,63,17 12 2022,14 12 2022,15 12 2022,15 12 2022,14 12 2022,14 12 2022
4500003685,13 08 2024,1001,4,2,20004,83,5 09 2024,4 09 2024,3 09 2024,3 09 2024,2 09 2024,2 09 2024
4500003686,3 07 2024,1001,4,1,10004,68,26 07 2024,2 08 2024,24 07 2024,31 07 2024,23 07 2024,23 07 2024
4500003687,26 02 2022,1003,6,2,20006,76,21 03 2022,17 03 2022,19 03 2022,19 03 2022,18 03 2022,18 03 2022
4500003688,1 01 2023,1001,4,1,10004,75,24 01 2023,23 01 2023,22 01 2023,22 01 2023,21 01 2023,21 01 2023
4500003689,20 01 2023,1001,4,2,20004,80,12 02 2023,12 02 2023,10 02 2023,10 02 2023,9 02 2023,9 02 2023
4500003690,6 10 2022,1001,4,1,10004,75,29 10 2022,28 10 2022,27 10 2022,27 10 2022,26 10 2022,26 10 2022
4500003691,14 12 2022,1003,6,1,10006,77,6 01 2023,4 01 2023,4 01 2023,4 01 2023,3 01 2023,3 01 2023
4500003692,25 06 2023,1002,8,2,20008,77,19 07 2023,14 07 2023,17 07 2023,17 07 2023,15 07 2023,15 07 2023
4500003693,30 08 2022,1002,5,2,20005,74,22 09 2022,22 09 2022,20 09 2022,20 09 2022,19 09 2022,19 09 2022
4500003694,6 02 2024,1002,5,1,10005,81,29 02 2024,26 02 2024,27 02 2024,27 02 2024,26 02 2024,26 02 2024
4500003695,20 07 2024,1002,8,2,20008,77,13 08 2024,23 08 2024,11 08 2024,21 08 2024,9 08 2024,19 08 2024
4500003696,2 01 2022,1002,5,1,10005,76,25 01 2022,20 01 2022,23 01 2022,23 01 2022,22 01 2022,22 01 2022
4500003697,15 06 2023,1002,8,2,20008,78,9 07 2023,7 07 2023,7 07 2023,7 07 2023,5 07 2023,5 07 2023
4500003698,17 12 2023,1002,5,1,10005,79,9 01 2024,9 01 2024,7 01 2024,7 01 2024,6 01 2024,6 01 2024
4500003699,12 09 2024,1001,4,1,10004,74,5 10 2024,4 10 2024,3 10 2024,3 10 2024,2 10 2024,2 10 2024
4500003700,29 09 2023,1002,5,1,10005,70,22 10 2023,22 10 2023,20 10 2023,20 10 2023,19 10 2023,19 10 2023
4500003701,15 09 2022,1003,6,2,20006,75,8 10 2022,7 10 2022,6 10 2022,6 10 2022,5 10 2022,5 10 2022
4500003702,26 08 2024,1003,6,2,20006,70,18 09 2024,13 09 2024,16 09 2024,16 09 2024,15 09 2024,15 09 2024
4500003703,14 05 2022,1002,8,1,10008,80,7 06 2022,7 06 2022,5 06 2022,5 06 2022,3 06 2022,3 06 2022
4500003704,21 12 2023,1002,8,1,10008,77,14 01 2024,12 01 2024,12 01 2024,12 01 2024,10 01 2024,10 01 2024
4500003705,31 01 2022,1002,8,1,10008,72,24 02 2022,23 02 2022,22 02 2022,22 02 2022,20 02 2022,20 02 2022
4500003706,11 07 2024,1001,4,1,10004,85,3 08 2024,2 08 2024,1 08 2024,1 08 2024,31 07 2024,31 07 2024
4500003707,27 02 2024,1002,8,1,10008,78,22 03 2024,19 03 2024,20 03 2024,20 03 2024,18 03 2024,18 03 2024
4500003708,8 04 2024,1001,4,1,10004,69,1 05 2024,30 04 2024,29 04 2024,29 04 2024,28 04 2024,28 04 2024
4500003709,18 03 2024,1002,5,1,10005,83,10 04 2024,8 04 2024,8 04 2024,8 04 2024,7 04 2024,7 04 2024
4500003710,26 10 2022,1002,5,1,10005,83,18 11 2022,16 11 2022,16 11 2022,16 11 2022,15 11 2022,15 11 2022
4500003711,7 10 2022,1002,5,1,10005,77,30 10 2022,30 10 2022,28 10 2022,28 10 2022,27 10 2022,27 10 2022
4500003712,1 06 2023,1002,8,2,20008,80,25 06 2023,25 06 2023,23 06 2023,23 06 2023,21 06 2023,21 06 2023
4500003713,6 06 2022,1001,4,1,10004,83,29 06 2022,24 06 2022,27 06 2022,27 06 2022,26 06 2022,26 06 2022
4500003714,19 03 2022,1001,4,2,20004,79,11 04 2022,6 04 2022,9 04 2022,9 04 2022,8 04 2022,8 04 2022
4500003715,7 04 2023,1002,8,1,10008,68,1 05 2023,1 05 2023,29 04 2023,29 04 2023,27 04 2023,27 04 2023
4500003716,15 02 2022,1001,4,1,10004,80,10 03 2022,10 03 2022,8 03 2022,8 03 2022,7 03 2022,7 03 2022
4500003717,28 04 2023,1002,8,1,10008,80,22 05 2023,17 05 2023,20 05 2023,20 05 2023,18 05 2023,18 05 2023
4500003718,17 02 2022,1001,4,1,10004,79,12 03 2022,10 03 2022,10 03 2022,10 03 2022,9 03 2022,9 03 2022
4500003719,9 09 2022,1001,4,1,10004,78,2 10 2022,2 10 2022,30 09 2022,30 09 2022,29 09 2022,29 09 2022
4500003720,3 07 2023,1001,4,1,10004,78,26 07 2023,24 07 2023,24 07 2023,24 07 2023,23 07 2023,23 07 2023
4500003721,19 08 2024,1003,6,2,20006,83,11 09 2024,10 09 2024,9 09 2024,9 09 2024,8 09 2024,8 09 2024
4500003722,13 06 2024,1001,4,1,10004,83,6 07 2024,5 07 2024,4 07 2024,4 07 2024,3 07 2024,3 07 2024
4500003723,22 06 2023,1002,5,1,10005,83,15 07 2023,14 07 2023,13 07 2023,13 07 2023,12 07 2023,12 07 2023
4500003724,29 01 2024,1001,4,2,20004,75,21 02 2024,21 02 2024,19 02 2024,19 02 2024,18 02 2024,18 02 2024
4500003725,3 04 2024,1001,4,1,10004,74,26 04 2024,24 04 2024,24 04 2024,24 04 2024,23 04 2024,23 04 2024
4500003726,5 12 2022,1003,6,1,10006,74,28 12 2022,26 12 2022,26 12 2022,26 12 2022,25 12 2022,25 12 2022
4500003727,8 10 2023,1001,4,1,10004,70,31 10 2023,30 10 2023,29 10 2023,29 10 2023,28 10 2023,28 10 2023
4500003728,28 05 2022,1003,6,1,10006,84,20 06 2022,17 06 2022,18 06 2022,18 06 2022,17 06 2022,17 06 2022
4500003729,6 01 2022,1002,5,1,10005,77,29 01 2022,2 02 2022,27 01 2022,31 01 2022,26 01 2022,30 01 2022
4500003730,3 06 2023,1003,6,1,10006,72,26 06 2023,23 06 2023,24 06 2023,24 06 2023,23 06 2023,23 06 2023
4500003731,9 03 2023,1003,6,1,10006,71,1 04 2023,3 04 2023,30 03 2023,1 04 2023,29 03 2023,31 03 2023
4500003732,29 08 2022,1001,4,1,10004,79,21 09 2022,26 09 2022,19 09 2022,24 09 2022,18 09 2022,23 09 2022
4500003733,2 07 2024,1001,4,1,10004,87,25 07 2024,8 08 2024,23 07 2024,23 07 2024,22 07 2024,22 07 2024
4500003734,21 10 2022,1002,8,2,20008,72,14 11 2022,14 11 2022,12 11 2022,12 11 2022,10 11 2022,10 11 2022
4500003735,26 01 2022,1002,8,1,10008,76,19 02 2022,19 02 2022,17 02 2022,17 02 2022,15 02 2022,15 02 2022
4500003736,27 03 2024,1002,5,1,10005,71,19 04 2024,19 04 2024,17 04 2024,17 04 2024,16 04 2024,16 04 2024
4500003737,11 03 2024,1002,8,1,10008,75,4 04 2024,5 04 2024,2 04 2024,3 04 2024,31 03 2024,1 04 2024
4500003738,23 12 2022,1003,6,1,10006,80,15 01 2023,12 01 2023,13 01 2023,13 01 2023,12 01 2023,12 01 2023
4500003739,17 01 2022,1002,8,1,10008,73,10 02 2022,9 02 2022,8 02 2022,8 02 2022,6 02 2022,6 02 2022
4500003740,29 04 2023,1003,6,1,10006,74,22 05 2023,22 05 2023,20 05 2023,20 05 2023,19 05 2023,19 05 2023
4500003741,22 10 2022,1002,5,2,20005,78,14 11 2022,16 11 2022,12 11 2022,14 11 2022,11 11 2022,13 11 2022
4500003742,8 04 2023,1001,4,1,10004,73,1 05 2023,27 04 2023,29 04 2023,29 04 2023,28 04 2023,28 04 2023
4500003743,25 01 2023,1002,8,1,10008,78,18 02 2023,16 02 2023,16 02 2023,16 02 2023,14 02 2023,14 02 2023
4500003744,20 02 2024,1002,5,1,10005,77,14 03 2024,11 03 2024,12 03 2024,12 03 2024,11 03 2024,11 03 2024
4500003745,24 04 2024,1003,6,2,20006,84,17 05 2024,15 05 2024,15 05 2024,15 05 2024,14 05 2024,14 05 2024
4500003746,17 08 2022,1001,4,1,10004,85,9 09 2022,6 09 2022,7 09 2022,7 09 2022,6 09 2022,6 09 2022
4500003747,13 05 2024,1002,5,1,10005,76,5 06 2024,5 06 2024,3 06 2024,3 06 2024,2 06 2024,2 06 2024
4500003748,14 05 2024,1001,4,1,10004,72,6 06 2024,4 06 2024,4 06 2024,4 06 2024,3 06 2024,3 06 2024
4500003749,28 03 2023,1001,4,1,10004,81,20 04 2023,20 04 2023,18 04 2023,18 04 2023,17 04 2023,17 04 2023
4500003750,14 04 2022,1001,4,1,10004,79,7 05 2022,6 05 2022,5 05 2022,5 05 2022,4 05 2022,4 05 2022
4500003751,5 11 2022,1002,8,1,10008,80,29 11 2022,29 11 2022,27 11 2022,27 11 2022,25 11 2022,25 11 2022
4500003752,16 03 2022,1002,8,1,10008,72,9 04 2022,6 04 2022,7 04 2022,7 04 2022,5 04 2022,5 04 2022
4500003753,5 03 2023,1002,5,1,10005,80,28 03 2023,28 03 2023,26 03 2023,26 03 2023,25 03 2023,25 03 2023
4500003754,2 01 2023,1002,8,2,20008,78,26 01 2023,23 01 2023,24 01 2023,24 01 2023,22 01 2023,22 01 2023
4500003755,20 06 2022,1003,6,1,10006,79,13 07 2022,14 07 2022,11 07 2022,11 07 2022,10 07 2022,10 07 2022
4500003756,3 11 2023,1002,5,1,10005,81,26 11 2023,8 12 2023,24 11 2023,6 12 2023,23 11 2023,5 12 2023
4500003757,3 04 2022,1003,6,2,20006,82,26 04 2022,22 04 2022,24 04 2022,24 04 2022,23 04 2022,23 04 2022
4500003758,22 12 2023,1002,5,1,10005,75,14 01 2024,10 01 2024,12 01 2024,12 01 2024,11 01 2024,11 01 2024
4500003759,29 07 2023,1003,6,2,20006,72,21 08 2023,17 08 2023,19 08 2023,19 08 2023,18 08 2023,18 08 2023
4500003760,24 05 2022,1002,8,1,10008,81,17 06 2022,14 06 2022,15 06 2022,15 06 2022,13 06 2022,13 06 2022
4500003761,28 05 2022,1002,5,2,20005,84,20 06 2022,16 06 2022,18 06 2022,18 06 2022,17 06 2022,17 06 2022
4500003762,20 06 2022,1002,8,1,10008,80,14 07 2022,13 07 2022,12 07 2022,12 07 2022,10 07 2022,10 07 2022
4500003763,22 05 2024,1002,8,1,10008,79,15 06 2024,21 06 2024,13 06 2024,19 06 2024,11 06 2024,17 06 2024
4500003764,20 03 2023,1002,5,2,20005,93,12 04 2023,10 04 2023,10 04 2023,10 04 2023,9 04 2023,9 04 2023
4500003765,18 10 2022,1001,4,2,20004,78,10 11 2022,8 11 2022,8 11 2022,8 11 2022,7 11 2022,7 11 2022
4500003766,11 11 2024,1001,4,1,10004,87,4 12 2024,29 11 2024,2 12 2024,2 12 2024,1 12 2024,1 12 2024
4500003767,17 06 2023,1001,4,1,10004,83,10 07 2023,6 07 2023,8 07 2023,8 07 2023,7 07 2023,7 07 2023
4500003768,16 03 2023,1001,4,1,10004,73,8 04 2023,7 04 2023,6 04 2023,6 04 2023,5 04 2023,5 04 2023
4500003769,5 04 2023,1003,6,1,10006,70,28 04 2023,25 04 2023,26 04 2023,26 04 2023,25 04 2023,25 04 2023
4500003770,16 04 2022,1001,4,1,10004,78,9 05 2022,9 05 2022,7 05 2022,7 05 2022,6 05 2022,6 05 2022
4500003771,9 08 2024,1002,8,1,10008,66,2 09 2024,3 09 2024,31 08 2024,1 09 2024,29 08 2024,30 08 2024
4500003772,10 04 2023,1001,4,1,10004,77,3 05 2023,1 05 2023,1 05 2023,1 05 2023,30 04 2023,30 04 2023
4500003773,31 01 2022,1003,6,2,20006,75,23 02 2022,18 02 2022,21 02 2022,21 02 2022,20 02 2022,20 02 2022
4500003774,22 02 2024,1002,8,1,10008,73,17 03 2024,18 03 2024,15 03 2024,16 03 2024,13 03 2024,14 03 2024
4500003775,8 10 2023,1001,7,1,10007,77,31 10 2023,31 10 2023,29 10 2023,29 10 2023,28 10 2023,28 10 2023
4500003776,18 02 2022,1002,8,2,20008,85,14 03 2022,28 03 2022,12 03 2022,12 03 2022,10 03 2022,10 03 2022
4500003777,4 11 2024,1001,4,1,10004,83,27 11 2024,22 11 2024,25 11 2024,25 11 2024,24 11 2024,24 11 2024
4500003778,19 03 2022,1001,4,1,10004,74,11 04 2022,8 04 2022,9 04 2022,9 04 2022,8 04 2022,8 04 2022
4500003779,20 10 2022,1002,8,1,10008,73,13 11 2022,21 11 2022,11 11 2022,19 11 2022,9 11 2022,17 11 2022
4500003780,4 01 2024,1003,6,2,20006,79,27 01 2024,25 01 2024,25 01 2024,25 01 2024,24 01 2024,24 01 2024
4500003781,3 03 2023,1001,4,1,10004,80,26 03 2023,24 03 2023,24 03 2023,24 03 2023,23 03 2023,23 03 2023
4500003782,5 04 2024,1002,8,1,10008,78,29 04 2024,29 04 2024,27 04 2024,27 04 2024,25 04 2024,25 04 2024
4500003783,20 03 2022,1001,4,1,10004,81,12 04 2022,8 04 2022,10 04 2022,10 04 2022,9 04 2022,9 04 2022
4500003784,28 05 2023,1001,4,1,10004,72,20 06 2023,19 06 2023,18 06 2023,18 06 2023,17 06 2023,17 06 2023
4500003785,15 08 2023,1001,4,1,10004,80,7 09 2023,4 09 2023,5 09 2023,5 09 2023,4 09 2023,4 09 2023
4500003786,3 10 2024,1001,4,1,10004,73,26 10 2024,24 10 2024,24 10 2024,24 10 2024,23 10 2024,23 10 2024
4500003787,14 06 2023,1003,6,1,10006,76,7 07 2023,4 07 2023,5 07 2023,5 07 2023,4 07 2023,4 07 2023
4500003788,5 10 2023,1002,8,1,10008,78,29 10 2023,26 10 2023,27 10 2023,27 10 2023,25 10 2023,25 10 2023
4500003789,1 04 2024,1001,4,1,10004,87,24 04 2024,24 04 2024,22 04 2024,22 04 2024,21 04 2024,21 04 2024
4500003790,23 07 2022,1001,4,1,10004,78,15 08 2022,15 08 2022,13 08 2022,13 08 2022,12 08 2022,12 08 2022
4500003791,18 09 2023,1001,4,1,10004,70,11 10 2023,9 10 2023,9 10 2023,9 10 2023,8 10 2023,8 10 2023
4500003792,15 06 2023,1002,8,1,10008,70,9 07 2023,6 07 2023,7 07 2023,7 07 2023,5 07 2023,5 07 2023
4500003793,23 05 2024,1002,5,2,20005,77,15 06 2024,14 06 2024,13 06 2024,13 06 2024,12 06 2024,12 06 2024
4500003794,14 02 2022,1002,8,1,10008,71,10 03 2022,8 03 2022,8 03 2022,8 03 2022,6 03 2022,6 03 2022
4500003795,1 12 2023,1003,6,1,10006,86,24 12 2023,24 12 2023,22 12 2023,22 12 2023,21 12 2023,21 12 2023
4500003796,5 12 2024,1001,4,1,10004,81,28 12 2024,25 12 2024,26 12 2024,26 12 2024,25 12 2024,25 12 2024
4500003797,23 11 2022,1002,8,1,10008,70,17 12 2022,15 12 2022,15 12 2022,15 12 2022,13 12 2022,13 12 2022
4500003798,1 10 2022,1001,4,1,10004,79,24 10 2022,21 10 2022,22 10 2022,22 10 2022,21 10 2022,21 10 2022
4500003799,19 03 2024,1001,4,1,10004,82,11 04 2024,10 04 2024,9 04 2024,9 04 2024,8 04 2024,8 04 2024
4500003800,8 09 2024,1001,4,2,20004,84,1 10 2024,27 09 2024,29 09 2024,29 09 2024,28 09 2024,28 09 2024
4500003801,31 10 2024,1001,4,1,10004,76,23 11 2024,21 11 2024,21 11 2024,21 11 2024,20 11 2024,20 11 2024
4500003802,5 10 2022,1001,4,1,10004,87,28 10 2022,26 10 2022,26 10 2022,26 10 2022,25 10 2022,25 10 2022
4500003803,30 05 2024,1001,4,2,20004,77,22 06 2024,22 06 2024,20 06 2024,20 06 2024,19 06 2024,19 06 2024
4500003804,4 01 2023,1002,5,1,10005,66,27 01 2023,26 01 2023,25 01 2023,25 01 2023,24 01 2023,24 01 2023
4500003805,12 05 2022,1003,6,2,20006,74,4 06 2022,4 06 2022,2 06 2022,2 06 2022,1 06 2022,1 06 2022
4500003806,10 05 2024,1002,8,1,10008,89,3 06 2024,5 06 2024,1 06 2024,3 06 2024,30 05 2024,1 06 2024
4500003807,6 04 2024,1003,6,1,10006,82,29 04 2024,25 04 2024,27 04 2024,27 04 2024,26 04 2024,26 04 2024
4500003808,20 06 2022,1002,8,1,10008,79,14 07 2022,13 07 2022,12 07 2022,12 07 2022,10 07 2022,10 07 2022
4500003809,26 05 2022,1003,6,2,20006,85,18 06 2022,16 06 2022,16 06 2022,16 06 2022,15 06 2022,15 06 2022
4500003810,27 02 2024,1001,4,1,10004,78,21 03 2024,19 03 2024,19 03 2024,19 03 2024,18 03 2024,18 03 2024
4500003811,20 05 2024,1003,6,2,20006,77,12 06 2024,21 06 2024,10 06 2024,19 06 2024,9 06 2024,9 06 2024
4500003812,24 11 2024,1002,8,1,10008,80,18 12 2024,17 12 2024,16 12 2024,16 12 2024,14 12 2024,14 12 2024
4500003813,17 05 2024,1002,5,1,10005,80,9 06 2024,6 06 2024,7 06 2024,7 06 2024,6 06 2024,6 06 2024
4500003814,21 05 2024,1003,6,1,10006,84,13 06 2024,10 06 2024,11 06 2024,11 06 2024,10 06 2024,10 06 2024
4500003815,16 01 2022,1001,4,1,10004,87,8 02 2022,4 02 2022,6 02 2022,6 02 2022,5 02 2022,5 02 2022
4500003816,3 05 2023,1003,6,1,10006,68,26 05 2023,23 05 2023,24 05 2023,24 05 2023,23 05 2023,23 05 2023
4500003817,20 05 2022,1001,4,2,20004,75,12 06 2022,9 06 2022,10 06 2022,10 06 2022,9 06 2022,9 06 2022
4500003818,30 06 2024,1003,6,1,10006,73,23 07 2024,23 07 2024,21 07 2024,21 07 2024,20 07 2024,20 07 2024
4500003819,28 02 2024,1002,5,1,10005,83,22 03 2024,21 03 2024,20 03 2024,20 03 2024,19 03 2024,19 03 2024
4500003820,18 04 2022,1001,4,1,10004,71,11 05 2022,9 05 2022,9 05 2022,9 05 2022,8 05 2022,8 05 2022
4500003821,17 11 2023,1003,6,2,20006,73,10 12 2023,8 12 2023,8 12 2023,8 12 2023,7 12 2023,7 12 2023
4500003822,11 01 2022,1001,4,1,10004,74,3 02 2022,7 02 2022,1 02 2022,5 02 2022,31 01 2022,4 02 2022
4500003823,4 03 2024,1003,6,2,20006,71,27 03 2024,22 03 2024,25 03 2024,25 03 2024,24 03 2024,24 03 2024
4500003824,24 01 2024,1002,8,1,10008,76,17 02 2024,15 02 2024,15 02 2024,15 02 2024,13 02 2024,13 02 2024
4500003825,30 09 2023,1001,4,2,20004,82,23 10 2023,3 11 2023,21 10 2023,1 11 2023,20 10 2023,31 10 2023
4500003826,18 09 2023,1001,4,1,10004,83,11 10 2023,11 10 2023,9 10 2023,9 10 2023,8 10 2023,8 10 2023
4500003827,7 02 2022,1001,4,1,10004,70,2 03 2022,2 03 2022,28 02 2022,28 02 2022,27 02 2022,27 02 2022
4500003828,22 09 2022,1002,5,1,10005,83,15 10 2022,28 10 2022,13 10 2022,13 10 2022,12 10 2022,12 10 2022
4500003829,6 06 2024,1002,5,1,10005,78,29 06 2024,26 06 2024,27 06 2024,27 06 2024,26 06 2024,26 06 2024
4500003830,16 11 2024,1001,4,1,10004,76,9 12 2024,20 12 2024,7 12 2024,18 12 2024,6 12 2024,17 12 2024
4500003831,3 12 2022,1002,5,2,20005,74,26 12 2022,22 12 2022,24 12 2022,24 12 2022,23 12 2022,23 12 2022
4500003832,16 08 2023,1001,4,1,10004,82,8 09 2023,5 09 2023,6 09 2023,6 09 2023,5 09 2023,5 09 2023
4500003833,24 11 2024,1003,6,1,10006,80,17 12 2024,12 12 2024,15 12 2024,15 12 2024,14 12 2024,14 12 2024
4500003834,15 08 2022,1001,4,2,20004,73,7 09 2022,7 09 2022,5 09 2022,5 09 2022,4 09 2022,4 09 2022
4500003835,4 12 2024,1001,4,1,10004,66,27 12 2024,24 12 2024,25 12 2024,25 12 2024,24 12 2024,24 12 2024
4500003836,25 05 2022,1002,5,1,10005,84,17 06 2022,14 06 2022,15 06 2022,15 06 2022,14 06 2022,14 06 2022
4500003837,15 10 2023,1003,6,1,10006,82,7 11 2023,2 11 2023,5 11 2023,5 11 2023,4 11 2023,4 11 2023
4500003838,25 08 2022,1003,6,1,10006,83,17 09 2022,17 09 2022,15 09 2022,15 09 2022,14 09 2022,14 09 2022
4500003839,16 06 2022,1002,8,2,20008,69,10 07 2022,10 07 2022,8 07 2022,8 07 2022,6 07 2022,6 07 2022
4500003840,2 03 2023,1002,5,2,20005,79,25 03 2023,25 03 2023,23 03 2023,23 03 2023,22 03 2023,22 03 2023
4500003841,25 09 2022,1002,5,1,10005,82,18 10 2022,13 10 2022,16 10 2022,16 10 2022,15 10 2022,15 10 2022
4500003842,20 12 2021,1002,8,1,10008,68,13 01 2022,26 01 2022,11 01 2022,24 01 2022,9 01 2022,22 01 2022
4500003843,7 01 2024,1003,6,1,10006,78,30 01 2024,13 02 2024,28 01 2024,11 02 2024,27 01 2024,10 02 2024
4500003844,7 03 2024,1002,5,1,10005,83,30 03 2024,29 03 2024,28 03 2024,28 03 2024,27 03 2024,27 03 2024
4500003845,22 12 2023,1003,6,1,10006,83,14 01 2024,12 01 2024,12 01 2024,12 01 2024,11 01 2024,11 01 2024
4500003846,14 05 2023,1003,6,1,10006,76,6 06 2023,9 06 2023,4 06 2023,7 06 2023,3 06 2023,6 06 2023
4500003847,18 12 2021,1003,6,1,10006,75,10 01 2022,7 01 2022,8 01 2022,8 01 2022,7 01 2022,7 01 2022
4500003848,23 03 2024,1001,4,1,10004,73,15 04 2024,26 04 2024,13 04 2024,24 04 2024,12 04 2024,23 04 2024
4500003849,20 01 2024,1001,4,1,10004,81,12 02 2024,12 02 2024,10 02 2024,10 02 2024,9 02 2024,9 02 2024
4500003850,6 07 2023,1001,4,1,10004,80,29 07 2023,26 07 2023,27 07 2023,27 07 2023,26 07 2023,26 07 2023
4500003851,19 01 2023,1003,6,2,20006,77,11 02 2023,10 02 2023,9 02 2023,9 02 2023,8 02 2023,8 02 2023
4500003852,1 09 2023,1002,8,1,10008,76,25 09 2023,2 10 2023,23 09 2023,30 09 2023,21 09 2023,28 09 2023
4500003853,18 12 2022,1002,8,1,10008,69,11 01 2023,9 01 2023,9 01 2023,9 01 2023,7 01 2023,7 01 2023
4500003854,30 11 2024,1001,4,1,10004,78,23 12 2024,27 12 2024,21 12 2024,25 12 2024,20 12 2024,24 12 2024
4500003855,30 04 2024,1001,4,1,10004,76,23 05 2024,29 05 2024,21 05 2024,21 05 2024,20 05 2024,20 05 2024
4500003856,7 09 2023,1003,6,1,10006,72,30 09 2023,27 09 2023,28 09 2023,28 09 2023,27 09 2023,27 09 2023
4500003857,4 08 2022,1002,8,2,20008,84,28 08 2022,25 08 2022,26 08 2022,26 08 2022,24 08 2022,24 08 2022
4500003858,10 06 2022,1002,8,1,10008,79,4 07 2022,6 07 2022,2 07 2022,4 07 2022,30 06 2022,2 07 2022
4500003859,7 05 2024,1001,4,1,10004,83,30 05 2024,29 05 2024,28 05 2024,28 05 2024,27 05 2024,27 05 2024
4500003860,7 05 2022,1001,4,1,10004,87,30 05 2022,27 05 2022,28 05 2022,28 05 2022,27 05 2022,27 05 2022
4500003861,22 04 2023,1002,5,1,10005,73,15 05 2023,12 05 2023,13 05 2023,13 05 2023,12 05 2023,12 05 2023
4500003862,1 05 2023,1001,4,1,10004,76,24 05 2023,22 05 2023,22 05 2023,22 05 2023,21 05 2023,21 05 2023
4500003863,13 10 2023,1001,4,1,10004,78,5 11 2023,1 11 2023,3 11 2023,3 11 2023,2 11 2023,2 11 2023
4500003864,30 01 2024,1002,5,2,20005,85,22 02 2024,22 02 2024,20 02 2024,20 02 2024,19 02 2024,19 02 2024
4500003865,29 08 2022,1001,4,2,20004,73,21 09 2022,19 09 2022,19 09 2022,19 09 2022,18 09 2022,18 09 2022
4500003866,1 01 2023,1001,4,1,10004,88,24 01 2023,2 02 2023,22 01 2023,31 01 2023,21 01 2023,30 01 2023
4500003867,26 02 2022,1001,4,1,10004,86,21 03 2022,18 03 2022,19 03 2022,19 03 2022,18 03 2022,18 03 2022
4500003868,15 05 2024,1002,8,1,10008,77,8 06 2024,7 06 2024,6 06 2024,6 06 2024,4 06 2024,4 06 2024
