,PurchaseOrder,PurchaseOrderCreationDate,VendorKey,PlantKey,MaterialKey,MaterialPlantKey,PurchaseOrderQuantity,PlannedGoodsReceiptDate,ActualGoodsReceiptDate,PlannedArrivalDateYard,ActualArrivalDateYard,PlannedVendorShipmentDate,ActualVendorShipmentDate,ReceiptTimeDeviation
2897,4500002897,6/1/2023,1002,5,1,10005,85,6/24/2023,6/24/2023,6/22/2023,6/22/2023,6/21/2023,6/21/2023,0
2898,4500002898,11/11/2024,1002,5,1,10005,64,12/4/2024,12/2/2024,12/2/2024,12/2/2024,12/1/2024,12/1/2024,-2
2899,4500002899,4/10/2023,1001,4,1,10004,75,5/3/2023,5/1/2023,5/1/2023,5/1/2023,4/30/2023,4/30/2023,-2
2900,4500002900,1/27/2022,1002,8,2,20008,95,2/20/2022,2/17/2022,2/18/2022,2/18/2022,2/16/2022,2/16/2022,-3
2901,4500002901,3/22/2022,1003,6,1,10006,93,4/14/2022,4/11/2022,4/12/2022,4/12/2022,4/11/2022,4/11/2022,-3
2902,4500002902,4/23/2024,1002,5,2,20005,86,5/16/2024,5/21/2024,5/14/2024,5/19/2024,5/13/2024,5/18/2024,5
2903,4500002903,7/7/2023,1003,6,1,10006,77,7/30/2023,8/3/2023,7/28/2023,7/28/2023,7/27/2023,7/27/2023,4
2904,4500002904,12/18/2023,1002,8,1,10008,85,1/11/2024,1/9/2024,1/9/2024,1/9/2024,1/7/2024,1/7/2024,-2
2905,4500002905,8/1/2022,1002,8,1,10008,62,8/25/2022,8/24/2022,8/23/2022,8/23/2022,8/21/2022,8/21/2022,-1
2906,4500002906,12/9/2021,1002,8,1,10008,78,1/2/2022,12/30/2021,12/31/2021,12/31/2021,12/29/2021,12/29/2021,-3
2907,4500002907,8/16/2023,1001,4,2,20004,77,9/8/2023,9/20/2023,9/6/2023,9/18/2023,9/5/2023,9/17/2023,12
2908,4500002908,10/2/2024,1001,4,1,10004,68,10/25/2024,10/25/2024,10/23/2024,10/23/2024,10/22/2024,10/22/2024,0
2909,4500002909,6/2/2024,1003,6,1,10006,86,6/25/2024,6/20/2024,6/23/2024,6/23/2024,6/22/2024,6/22/2024,-5
2910,4500002910,1/8/2022,1003,6,2,20006,87,1/31/2022,1/27/2022,1/29/2022,1/29/2022,1/28/2022,1/28/2022,-4
2911,4500002911,8/12/2024,1001,4,1,10004,82,9/4/2024,9/4/2024,9/2/2024,9/2/2024,9/1/2024,9/1/2024,0
2912,4500002912,10/9/2022,1002,8,1,10008,75,11/2/2022,11/2/2022,10/31/2022,10/31/2022,10/29/2022,10/29/2022,0
2913,4500002913,3/21/2022,1002,5,1,10005,72,4/13/2022,4/8/2022,4/11/2022,4/11/2022,4/10/2022,4/10/2022,-5
2914,4500002914,4/11/2022,1001,4,1,10004,67,5/4/2022,5/16/2022,5/2/2022,5/14/2022,5/1/2022,5/13/2022,12
2915,4500002915,2/20/2022,1002,5,2,20005,79,3/15/2022,3/11/2022,3/13/2022,3/13/2022,3/12/2022,3/12/2022,-4
2916,4500002916,2/11/2023,1003,6,1,10006,88,3/6/2023,3/2/2023,3/4/2023,3/4/2023,3/3/2023,3/3/2023,-4
2917,4500002917,5/25/2022,1002,5,1,10005,91,6/17/2022,6/17/2022,6/15/2022,6/15/2022,6/14/2022,6/14/2022,0
2918,4500002918,4/28/2024,1001,4,1,10004,75,5/21/2024,5/27/2024,5/19/2024,5/25/2024,5/18/2024,5/24/2024,6
2919,4500002919,5/12/2024,1003,6,2,20006,76,6/4/2024,6/3/2024,6/2/2024,6/2/2024,6/1/2024,6/1/2024,-1
2920,4500002920,6/18/2024,1003,6,2,20006,83,7/11/2024,7/12/2024,7/9/2024,7/9/2024,7/8/2024,7/8/2024,1
2921,4500002921,12/6/2023,1002,5,1,10005,67,12/29/2023,12/29/2023,12/27/2023,12/27/2023,12/26/2023,12/26/2023,0
2922,4500002922,1/28/2023,1002,8,1,10008,65,2/21/2023,2/20/2023,2/19/2023,2/19/2023,2/17/2023,2/17/2023,-1
2923,4500002923,8/27/2022,1003,6,1,10006,85,9/19/2022,9/16/2022,9/17/2022,9/17/2022,9/16/2022,9/16/2022,-3
2924,4500002924,6/24/2024,1003,6,2,20006,69,7/17/2024,7/12/2024,7/15/2024,7/15/2024,7/14/2024,7/14/2024,-5
2925,4500002925,2/18/2024,1002,8,1,10008,68,3/13/2024,3/13/2024,3/11/2024,3/11/2024,3/9/2024,3/9/2024,0
2926,4500002926,5/1/2023,1001,4,1,10004,87,5/24/2023,5/24/2023,5/22/2023,5/22/2023,5/21/2023,5/21/2023,0
2927,4500002927,2/14/2022,1001,4,1,10004,77,3/9/2022,3/8/2022,3/7/2022,3/7/2022,3/6/2022,3/6/2022,-1
2928,4500002928,10/12/2022,1001,4,2,20004,80,11/4/2022,11/15/2022,11/2/2022,11/13/2022,11/1/2022,11/12/2022,11
2929,4500002929,4/13/2022,1003,6,1,10006,71,5/6/2022,5/13/2022,5/4/2022,5/4/2022,5/3/2022,5/3/2022,7
2930,4500002930,10/26/2023,1003,6,1,10006,85,11/18/2023,11/16/2023,11/16/2023,11/16/2023,11/15/2023,11/15/2023,-2
2931,4500002931,9/13/2022,1001,4,1,10004,79,10/6/2022,10/4/2022,10/4/2022,10/4/2022,10/3/2022,10/3/2022,-2
2932,4500002932,5/17/2024,1002,5,1,10005,77,6/9/2024,6/18/2024,6/7/2024,6/16/2024,6/6/2024,6/15/2024,9
2933,4500002933,3/8/2022,1001,4,1,10004,86,3/31/2022,3/30/2022,3/29/2022,3/29/2022,3/28/2022,3/28/2022,-1
2934,4500002934,1/23/2022,1003,6,1,10006,81,2/15/2022,2/15/2022,2/13/2022,2/13/2022,2/12/2022,2/12/2022,0
2935,4500002935,11/15/2022,1003,6,1,10006,68,12/8/2022,12/8/2022,12/6/2022,12/6/2022,12/5/2022,12/5/2022,0
2936,4500002936,5/8/2024,1002,8,1,10008,90,6/1/2024,5/30/2024,5/30/2024,5/30/2024,5/28/2024,5/28/2024,-2
2937,4500002937,2/20/2022,1003,6,2,20006,79,3/15/2022,3/15/2022,3/13/2022,3/13/2022,3/12/2022,3/12/2022,0
2938,4500002938,12/9/2023,1003,6,1,10006,81,1/1/2024,12/29/2023,12/30/2023,12/30/2023,12/29/2023,12/29/2023,-3
2939,4500002939,3/27/2023,1002,8,1,10008,72,4/20/2023,4/24/2023,4/18/2023,4/22/2023,4/16/2023,4/20/2023,4
2940,4500002940,10/1/2023,1001,4,1,10004,90,10/24/2023,10/24/2023,10/22/2023,10/22/2023,10/21/2023,10/21/2023,0
2941,4500002941,10/12/2023,1002,8,2,20008,67,11/5/2023,11/7/2023,11/3/2023,11/5/2023,11/1/2023,11/3/2023,2
2942,4500002942,5/1/2022,1003,6,1,10006,73,5/24/2022,5/19/2022,5/22/2022,5/22/2022,5/21/2022,5/21/2022,-5
2943,4500002943,8/1/2023,1002,5,1,10005,73,8/24/2023,8/24/2023,8/22/2023,8/22/2023,8/21/2023,8/21/2023,0
2944,4500002944,9/10/2024,1001,4,1,10004,75,10/3/2024,10/3/2024,10/1/2024,10/1/2024,9/30/2024,9/30/2024,0
2945,4500002945,8/17/2024,1002,5,1,10005,75,9/9/2024,9/6/2024,9/7/2024,9/7/2024,9/6/2024,9/6/2024,-3
2946,4500002946,10/5/2023,1002,5,2,20005,66,10/28/2023,10/26/2023,10/26/2023,10/26/2023,10/25/2023,10/25/2023,-2
2947,4500002947,7/18/2023,1003,6,1,10006,83,8/10/2023,8/7/2023,8/8/2023,8/8/2023,8/7/2023,8/7/2023,-3
2948,4500002948,2/10/2022,1001,4,1,10004,88,3/5/2022,3/3/2022,3/3/2022,3/3/2022,3/2/2022,3/2/2022,-2
2949,4500002949,12/6/2023,1003,6,2,20006,77,12/29/2023,12/26/2023,12/27/2023,12/27/2023,12/26/2023,12/26/2023,-3
2950,4500002950,6/22/2022,1002,5,2,20005,75,7/15/2022,7/12/2022,7/13/2022,7/13/2022,7/12/2022,7/12/2022,-3
2951,4500002951,1/3/2022,1003,6,1,10006,73,1/26/2022,1/21/2022,1/24/2022,1/24/2022,1/23/2022,1/23/2022,-5
2952,4500002952,5/28/2023,1001,4,1,10004,80,6/20/2023,6/20/2023,6/18/2023,6/18/2023,6/17/2023,6/17/2023,0
2953,4500002953,5/5/2022,1001,4,1,10004,81,5/28/2022,5/27/2022,5/26/2022,5/26/2022,5/25/2022,5/25/2022,-1
2954,4500002954,9/26/2023,1002,8,1,10008,78,10/20/2023,10/19/2023,10/18/2023,10/18/2023,10/16/2023,10/16/2023,-1
2955,4500002955,10/23/2024,1002,8,1,10008,77,11/16/2024,11/16/2024,11/14/2024,11/14/2024,11/12/2024,11/12/2024,0
2956,4500002956,12/18/2021,1002,8,1,10008,87,1/11/2022,1/6/2022,1/9/2022,1/9/2022,1/7/2022,1/7/2022,-5
2957,4500002957,8/15/2023,1003,6,1,10006,81,9/7/2023,9/4/2023,9/5/2023,9/5/2023,9/4/2023,9/4/2023,-3
2958,4500002958,10/20/2024,1003,6,1,10006,78,11/12/2024,11/11/2024,11/10/2024,11/10/2024,11/9/2024,11/9/2024,-1
2959,4500002959,11/19/2024,1001,4,1,10004,73,12/12/2024,12/12/2024,12/10/2024,12/10/2024,12/9/2024,12/9/2024,0
2960,4500002960,11/7/2022,1003,6,2,20006,87,11/30/2022,11/30/2022,11/28/2022,11/28/2022,11/27/2022,11/27/2022,0
2961,4500002961,11/27/2022,1001,4,2,20004,71,12/20/2022,12/16/2022,12/18/2022,12/18/2022,12/17/2022,12/17/2022,-4
2962,4500002962,8/21/2024,1001,4,1,10004,76,9/13/2024,9/10/2024,9/11/2024,9/11/2024,9/10/2024,9/10/2024,-3
2963,4500002963,9/4/2022,1003,6,1,10006,89,9/27/2022,9/26/2022,9/25/2022,9/25/2022,9/24/2022,9/24/2022,-1
2964,4500002964,9/5/2023,1001,4,1,10004,74,9/28/2023,9/26/2023,9/26/2023,9/26/2023,9/25/2023,9/25/2023,-2
2965,4500002965,1/30/2022,1001,4,1,10004,79,2/22/2022,2/18/2022,2/20/2022,2/20/2022,2/19/2022,2/19/2022,-4
2966,4500002966,9/7/2023,1001,4,1,10004,74,9/30/2023,10/13/2023,9/28/2023,10/11/2023,9/27/2023,10/10/2023,13
2967,4500002967,4/2/2023,1003,6,1,10006,67,4/25/2023,4/24/2023,4/23/2023,4/23/2023,4/22/2023,4/22/2023,-1
2968,4500002968,12/28/2021,1003,6,1,10006,78,1/20/2022,1/19/2022,1/18/2022,1/18/2022,1/17/2022,1/17/2022,-1
2969,4500002969,2/18/2024,1001,4,1,10004,77,3/12/2024,3/25/2024,3/10/2024,3/23/2024,3/9/2024,3/22/2024,13
2970,4500002970,4/20/2023,1001,4,1,10004,79,5/13/2023,5/11/2023,5/11/2023,5/11/2023,5/10/2023,5/10/2023,-2
2971,4500002971,6/22/2022,1001,4,2,20004,74,7/15/2022,7/25/2022,7/13/2022,7/23/2022,7/12/2022,7/12/2022,10
2972,4500002972,12/19/2023,1002,5,2,20005,71,1/11/2024,1/18/2024,1/9/2024,1/16/2024,1/8/2024,1/15/2024,7
2973,4500002973,6/22/2023,1002,8,2,20008,86,7/16/2023,7/12/2023,7/14/2023,7/14/2023,7/12/2023,7/12/2023,-4
2974,4500002974,8/3/2023,1001,4,1,10004,68,8/26/2023,9/7/2023,8/24/2023,8/24/2023,8/23/2023,8/23/2023,12
2975,4500002975,7/28/2023,1002,8,1,10008,76,8/21/2023,8/23/2023,8/19/2023,8/21/2023,8/17/2023,8/17/2023,2
2976,4500002976,5/23/2024,1001,4,1,10004,74,6/15/2024,6/14/2024,6/13/2024,6/13/2024,6/12/2024,6/12/2024,-1
2977,4500002977,10/23/2022,1003,6,1,10006,77,11/15/2022,11/15/2022,11/13/2022,11/13/2022,11/12/2022,11/12/2022,0
2978,4500002978,8/19/2024,1001,4,1,10004,82,9/11/2024,9/9/2024,9/9/2024,9/9/2024,9/8/2024,9/8/2024,-2
2979,4500002979,3/27/2023,1001,4,1,10004,71,4/19/2023,4/19/2023,4/17/2023,4/17/2023,4/16/2023,4/16/2023,0
2980,4500002980,5/2/2023,1002,8,1,10008,64,5/26/2023,5/24/2023,5/24/2023,5/24/2023,5/22/2023,5/22/2023,-2
2981,4500002981,6/27/2024,1002,5,2,20005,71,7/20/2024,7/24/2024,7/18/2024,7/18/2024,7/17/2024,7/17/2024,4
2982,4500002982,7/21/2024,1001,4,1,10004,83,8/13/2024,8/9/2024,8/11/2024,8/11/2024,8/10/2024,8/10/2024,-4
2983,4500002983,2/1/2022,1001,4,1,10004,65,2/24/2022,2/22/2022,2/22/2022,2/22/2022,2/21/2022,2/21/2022,-2
2984,4500002984,1/5/2023,1002,5,1,10005,80,1/28/2023,1/26/2023,1/26/2023,1/26/2023,1/25/2023,1/25/2023,-2
2985,4500002985,3/25/2022,1001,4,1,10004,78,4/17/2022,4/18/2022,4/15/2022,4/16/2022,4/14/2022,4/15/2022,1
2986,4500002986,3/28/2024,1001,4,1,10004,75,4/20/2024,4/17/2024,4/18/2024,4/18/2024,4/17/2024,4/17/2024,-3
2987,4500002987,7/1/2024,1001,4,1,10004,81,7/24/2024,7/24/2024,7/22/2024,7/22/2024,7/21/2024,7/21/2024,0
2988,4500002988,6/5/2024,1001,4,1,10004,77,6/28/2024,6/26/2024,6/26/2024,6/26/2024,6/25/2024,6/25/2024,-2
2989,4500002989,10/15/2022,1002,8,1,10008,79,11/8/2022,11/8/2022,11/6/2022,11/6/2022,11/4/2022,11/4/2022,0
2990,4500002990,5/29/2022,1001,4,1,10004,65,6/21/2022,6/17/2022,6/19/2022,6/19/2022,6/18/2022,6/18/2022,-4
2991,4500002991,7/28/2024,1003,6,2,20006,69,8/20/2024,8/19/2024,8/18/2024,8/18/2024,8/17/2024,8/17/2024,-1
2992,4500002992,1/16/2024,1002,8,1,10008,81,2/9/2024,2/6/2024,2/7/2024,2/7/2024,2/5/2024,2/5/2024,-3
2993,4500002993,8/13/2023,1003,6,1,10006,82,9/5/2023,9/4/2023,9/3/2023,9/3/2023,9/2/2023,9/2/2023,-1
2994,4500002994,1/23/2022,1002,8,1,10008,78,2/16/2022,2/14/2022,2/14/2022,2/14/2022,2/12/2022,2/12/2022,-2
2995,4500002995,9/14/2024,1002,8,1,10008,73,10/8/2024,10/15/2024,10/6/2024,10/13/2024,10/4/2024,10/11/2024,7
2996,4500002996,3/3/2024,1001,4,1,10004,85,3/26/2024,3/26/2024,3/24/2024,3/24/2024,3/23/2024,3/23/2024,0
2997,4500002997,8/27/2023,1001,4,1,10004,68,9/19/2023,9/14/2023,9/17/2023,9/17/2023,9/16/2023,9/16/2023,-5
2998,4500002998,12/26/2022,1002,5,1,10005,67,1/18/2023,1/18/2023,1/16/2023,1/16/2023,1/15/2023,1/15/2023,0
2999,4500002999,9/2/2024,1001,4,2,20004,79,9/25/2024,9/20/2024,9/23/2024,9/23/2024,9/22/2024,9/22/2024,-5
3000,4500003000,11/5/2024,1001,4,1,10004,68,11/28/2024,12/3/2024,11/26/2024,12/1/2024,11/25/2024,11/30/2024,5
3001,4500003001,7/11/2022,1003,6,1,10006,87,8/3/2022,8/2/2022,8/1/2022,8/1/2022,7/31/2022,7/31/2022,-1
3002,4500003002,9/3/2022,1001,4,1,10004,75,9/26/2022,9/21/2022,9/24/2022,9/24/2022,9/23/2022,9/23/2022,-5
3003,4500003003,10/22/2024,1001,4,2,20004,70,11/14/2024,11/13/2024,11/12/2024,11/12/2024,11/11/2024,11/11/2024,-1
3004,4500003004,10/22/2024,1001,4,1,10004,72,11/14/2024,11/11/2024,11/12/2024,11/12/2024,11/11/2024,11/11/2024,-3
3005,4500003005,5/21/2022,1001,4,1,10004,65,6/13/2022,6/10/2022,6/11/2022,6/11/2022,6/10/2022,6/10/2022,-3
3006,4500003006,12/27/2023,1002,5,2,20005,69,1/19/2024,1/16/2024,1/17/2024,1/17/2024,1/16/2024,1/16/2024,-3
3007,4500003007,2/11/2023,1003,6,1,10006,92,3/6/2023,3/2/2023,3/4/2023,3/4/2023,3/3/2023,3/3/2023,-4
3008,4500003008,12/6/2022,1002,5,1,10005,73,12/29/2022,12/27/2022,12/27/2022,12/27/2022,12/26/2022,12/26/2022,-2
3009,4500003009,6/6/2024,1002,5,2,20005,77,6/29/2024,6/28/2024,6/27/2024,6/27/2024,6/26/2024,6/26/2024,-1
3010,4500003010,9/27/2023,1001,4,1,10004,75,10/20/2023,10/19/2023,10/18/2023,10/18/2023,10/17/2023,10/17/2023,-1
3011,4500003011,2/22/2024,1001,4,1,10004,84,3/16/2024,3/14/2024,3/14/2024,3/14/2024,3/13/2024,3/13/2024,-2
3012,4500003012,8/10/2022,1001,4,1,10004,76,9/2/2022,8/31/2022,8/31/2022,8/31/2022,8/30/2022,8/30/2022,-2
3013,4500003013,4/14/2022,1002,5,1,10005,79,5/7/2022,5/5/2022,5/5/2022,5/5/2022,5/4/2022,5/4/2022,-2
3014,4500003014,3/5/2023,1001,4,1,10004,70,3/28/2023,4/7/2023,3/26/2023,4/5/2023,3/25/2023,4/4/2023,10
3015,4500003015,10/15/2024,1001,4,1,10004,72,11/7/2024,11/6/2024,11/5/2024,11/5/2024,11/4/2024,11/4/2024,-1
3016,4500003016,5/23/2024,1001,4,1,10004,64,6/15/2024,6/15/2024,6/13/2024,6/13/2024,6/12/2024,6/12/2024,0
3017,4500003017,4/14/2024,1001,4,1,10004,79,5/7/2024,5/6/2024,5/5/2024,5/5/2024,5/4/2024,5/4/2024,-1
3018,4500003018,7/29/2024,1001,4,1,10004,68,8/21/2024,8/19/2024,8/19/2024,8/19/2024,8/18/2024,8/18/2024,-2
3019,4500003019,7/23/2022,1001,4,1,10004,80,8/15/2022,8/10/2022,8/13/2022,8/13/2022,8/12/2022,8/12/2022,-5
3020,4500003020,3/18/2022,1002,8,1,10008,76,4/11/2022,4/7/2022,4/9/2022,4/9/2022,4/7/2022,4/7/2022,-4
3021,4500003021,5/11/2023,1002,8,1,10008,79,6/4/2023,6/4/2023,6/2/2023,6/2/2023,5/31/2023,5/31/2023,0
3022,4500003022,3/16/2024,1003,6,1,10006,88,4/8/2024,4/3/2024,4/6/2024,4/6/2024,4/5/2024,4/5/2024,-5
3023,4500003023,5/10/2023,1001,4,1,10004,79,6/2/2023,6/12/2023,5/31/2023,5/31/2023,5/30/2023,5/30/2023,10
3024,4500003024,3/26/2023,1001,4,1,10004,72,4/18/2023,4/18/2023,4/16/2023,4/16/2023,4/15/2023,4/15/2023,0
3025,4500003025,11/14/2023,1002,8,1,10008,76,12/8/2023,12/6/2023,12/6/2023,12/6/2023,12/4/2023,12/4/2023,-2
3026,4500003026,5/21/2023,1002,5,1,10005,76,6/13/2023,6/8/2023,6/11/2023,6/11/2023,6/10/2023,6/10/2023,-5
3027,4500003027,8/23/2022,1001,4,1,10004,79,9/15/2022,9/12/2022,9/13/2022,9/13/2022,9/12/2022,9/12/2022,-3
3028,4500003028,2/16/2024,1002,8,1,10008,81,3/11/2024,3/6/2024,3/9/2024,3/9/2024,3/7/2024,3/7/2024,-5
3029,4500003029,3/26/2024,1002,5,1,10005,68,4/18/2024,4/17/2024,4/16/2024,4/16/2024,4/15/2024,4/15/2024,-1
3030,4500003030,6/10/2024,1002,5,1,10005,74,7/3/2024,7/2/2024,7/1/2024,7/1/2024,6/30/2024,6/30/2024,-1
3031,4500003031,7/19/2024,1003,6,1,10006,78,8/11/2024,8/9/2024,8/9/2024,8/9/2024,8/8/2024,8/8/2024,-2
3032,4500003032,4/11/2023,1001,4,1,10004,79,5/4/2023,5/2/2023,5/2/2023,5/2/2023,5/1/2023,5/1/2023,-2
3033,4500003033,4/27/2024,1001,4,2,20004,70,5/20/2024,5/20/2024,5/18/2024,5/18/2024,5/17/2024,5/17/2024,0
3034,4500003034,6/1/2023,1002,8,2,20008,74,6/25/2023,6/23/2023,6/23/2023,6/23/2023,6/21/2023,6/21/2023,-2
3035,4500003035,4/15/2024,1002,5,1,10005,82,5/8/2024,5/7/2024,5/6/2024,5/6/2024,5/5/2024,5/5/2024,-1
3036,4500003036,2/25/2024,1001,4,1,10004,84,3/19/2024,3/19/2024,3/17/2024,3/17/2024,3/16/2024,3/16/2024,0
3037,4500003037,1/1/2023,1002,5,1,10005,67,1/24/2023,1/23/2023,1/22/2023,1/22/2023,1/21/2023,1/21/2023,-1
3038,4500003038,5/18/2023,1002,8,2,20008,74,6/11/2023,6/8/2023,6/9/2023,6/9/2023,6/7/2023,6/7/2023,-3
3039,4500003039,5/28/2024,1001,4,2,20004,95,6/20/2024,6/20/2024,6/18/2024,6/18/2024,6/17/2024,6/17/2024,0
3040,4500003040,9/4/2022,1002,8,1,10008,85,9/28/2022,9/23/2022,9/26/2022,9/26/2022,9/24/2022,9/24/2022,-5
3041,4500003041,12/12/2021,1002,5,2,20005,72,1/4/2022,1/3/2022,1/2/2022,1/2/2022,1/1/2022,1/1/2022,-1
3042,4500003042,4/25/2024,1001,4,1,10004,78,5/18/2024,5/18/2024,5/16/2024,5/16/2024,5/15/2024,5/15/2024,0
3043,4500003043,1/20/2022,1002,5,1,10005,73,2/12/2022,2/10/2022,2/10/2022,2/10/2022,2/9/2022,2/9/2022,-2
3044,4500003044,4/13/2023,1002,8,1,10008,83,5/7/2023,5/5/2023,5/5/2023,5/5/2023,5/3/2023,5/3/2023,-2
3045,4500003045,3/23/2024,1001,4,1,10004,79,4/15/2024,4/12/2024,4/13/2024,4/13/2024,4/12/2024,4/12/2024,-3
3046,4500003046,1/7/2024,1002,8,1,10008,74,1/31/2024,2/7/2024,1/29/2024,2/5/2024,1/27/2024,2/3/2024,7
3047,4500003047,11/25/2023,1002,8,1,10008,83,12/19/2023,12/15/2023,12/17/2023,12/17/2023,12/15/2023,12/15/2023,-4
3048,4500003048,3/21/2022,1001,4,1,10004,75,4/13/2022,4/12/2022,4/11/2022,4/11/2022,4/10/2022,4/10/2022,-1
3049,4500003049,1/20/2023,1003,6,1,10006,87,2/12/2023,2/15/2023,2/10/2023,2/10/2023,2/9/2023,2/9/2023,3
3050,4500003050,9/4/2022,1002,5,1,10005,76,9/27/2022,9/22/2022,9/25/2022,9/25/2022,9/24/2022,9/24/2022,-5
3051,4500003051,6/19/2024,1001,4,1,10004,81,7/12/2024,7/22/2024,7/10/2024,7/20/2024,7/9/2024,7/19/2024,10
3052,4500003052,5/15/2023,1001,4,1,10004,75,6/7/2023,6/7/2023,6/5/2023,6/5/2023,6/4/2023,6/4/2023,0
3053,4500003053,1/20/2022,1002,5,1,10005,76,2/12/2022,2/10/2022,2/10/2022,2/10/2022,2/9/2022,2/9/2022,-2
3054,4500003054,10/25/2022,1002,8,1,10008,68,11/18/2022,11/17/2022,11/16/2022,11/16/2022,11/14/2022,11/14/2022,-1
3055,4500003055,4/26/2022,1003,6,1,10006,74,5/19/2022,5/19/2022,5/17/2022,5/17/2022,5/16/2022,5/16/2022,0
3056,4500003056,7/24/2023,1003,6,1,10006,71,8/16/2023,8/15/2023,8/14/2023,8/14/2023,8/13/2023,8/13/2023,-1
3057,4500003057,10/2/2023,1003,6,1,10006,78,10/25/2023,10/23/2023,10/23/2023,10/23/2023,10/22/2023,10/22/2023,-2
3058,4500003058,12/13/2021,1001,4,1,10004,85,1/5/2022,1/3/2022,1/3/2022,1/3/2022,1/2/2022,1/2/2022,-2
3059,4500003059,10/31/2022,1001,4,1,10004,78,11/23/2022,11/18/2022,11/21/2022,11/21/2022,11/20/2022,11/20/2022,-5
3060,4500003060,8/5/2022,1001,4,1,10004,77,8/28/2022,8/26/2022,8/26/2022,8/26/2022,8/25/2022,8/25/2022,-2
3061,4500003061,2/20/2024,1003,6,1,10006,77,3/14/2024,3/14/2024,3/12/2024,3/12/2024,3/11/2024,3/11/2024,0
3062,4500003062,9/15/2023,1001,4,2,20004,74,10/8/2023,10/6/2023,10/6/2023,10/6/2023,10/5/2023,10/5/2023,-2
3063,4500003063,1/12/2022,1002,5,1,10005,80,2/4/2022,2/3/2022,2/2/2022,2/2/2022,2/1/2022,2/1/2022,-1
3064,4500003064,6/21/2023,1001,4,1,10004,79,7/14/2023,7/26/2023,7/12/2023,7/24/2023,7/11/2023,7/23/2023,12
3065,4500003065,1/28/2022,1001,4,1,10004,85,2/20/2022,2/16/2022,2/18/2022,2/18/2022,2/17/2022,2/17/2022,-4
3066,4500003066,4/20/2022,1001,4,1,10004,76,5/13/2022,5/27/2022,5/11/2022,5/25/2022,5/10/2022,5/24/2022,14
3067,4500003067,8/30/2023,1002,5,2,20005,86,9/22/2023,9/22/2023,9/20/2023,9/20/2023,9/19/2023,9/19/2023,0
3068,4500003068,3/9/2024,1002,8,1,10008,73,4/2/2024,3/28/2024,3/31/2024,3/31/2024,3/29/2024,3/29/2024,-5
3069,4500003069,4/4/2023,1003,6,1,10006,83,4/27/2023,4/27/2023,4/25/2023,4/25/2023,4/24/2023,4/24/2023,0
3070,4500003070,5/18/2022,1001,4,1,10004,69,6/10/2022,6/9/2022,6/8/2022,6/8/2022,6/7/2022,6/7/2022,-1
3071,4500003071,12/13/2022,1001,4,1,10004,68,1/5/2023,1/2/2023,1/3/2023,1/3/2023,1/2/2023,1/2/2023,-3
3072,4500003072,6/6/2022,1001,4,1,10004,88,6/29/2022,6/29/2022,6/27/2022,6/27/2022,6/26/2022,6/26/2022,0
3073,4500003073,7/17/2022,1001,4,1,10004,73,8/9/2022,8/4/2022,8/7/2022,8/7/2022,8/6/2022,8/6/2022,-5
3074,4500003074,1/12/2022,1002,5,1,10005,79,2/4/2022,2/3/2022,2/2/2022,2/2/2022,2/1/2022,2/1/2022,-1
3075,4500003075,1/3/2022,1002,5,1,10005,78,1/26/2022,1/21/2022,1/24/2022,1/24/2022,1/23/2022,1/23/2022,-5
3076,4500003076,1/31/2023,1002,5,1,10005,75,2/23/2023,3/6/2023,2/21/2023,3/4/2023,2/20/2023,3/3/2023,11
3077,4500003077,4/3/2024,1002,8,1,10008,72,4/27/2024,4/26/2024,4/25/2024,4/25/2024,4/23/2024,4/23/2024,-1
3078,4500003078,1/26/2022,1002,8,2,20008,83,2/19/2022,2/17/2022,2/17/2022,2/17/2022,2/15/2022,2/15/2022,-2
3079,4500003079,2/2/2023,1002,5,1,10005,81,2/25/2023,2/23/2023,2/23/2023,2/23/2023,2/22/2023,2/22/2023,-2
3080,4500003080,10/20/2024,1001,4,2,20004,76,11/12/2024,11/7/2024,11/10/2024,11/10/2024,11/9/2024,11/9/2024,-5
3081,4500003081,9/3/2022,1001,4,1,10004,86,9/26/2022,9/22/2022,9/24/2022,9/24/2022,9/23/2022,9/23/2022,-4
3082,4500003082,2/29/2024,1001,4,1,10004,77,3/23/2024,3/20/2024,3/21/2024,3/21/2024,3/20/2024,3/20/2024,-3
3083,4500003083,5/25/2022,1001,4,1,10004,85,6/17/2022,6/23/2022,6/15/2022,6/21/2022,6/14/2022,6/20/2022,6
3084,4500003084,9/13/2024,1002,5,1,10005,78,10/6/2024,10/6/2024,10/4/2024,10/4/2024,10/3/2024,10/3/2024,0
3085,4500003085,8/19/2024,1002,8,1,10008,72,9/12/2024,9/12/2024,9/10/2024,9/10/2024,9/8/2024,9/8/2024,0
3086,4500003086,2/5/2022,1001,4,1,10004,71,2/28/2022,3/2/2022,2/26/2022,2/26/2022,2/25/2022,2/25/2022,2
3087,4500003087,12/29/2022,1001,4,2,20004,69,1/21/2023,1/20/2023,1/19/2023,1/19/2023,1/18/2023,1/18/2023,-1
3088,4500003088,3/11/2022,1003,6,2,20006,78,4/3/2022,3/30/2022,4/1/2022,4/1/2022,3/31/2022,3/31/2022,-4
3089,4500003089,6/2/2024,1001,4,1,10004,68,6/25/2024,6/24/2024,6/23/2024,6/23/2024,6/22/2024,6/22/2024,-1
